hello,"int. 喂；哈罗
n. 表示问候， 惊奇或唤起注意时的用语
n. (Hello)人名；(法)埃洛"
class,"n. 阶级；班级；种类
vt. 分类；把…分等级
adj. 极好的
n. (Class)人名；(英、德)克拉斯"
my,"int. 哎呀；表示惊讶
adv. 我的；表示吃惊等；表示亲切；对下级的称呼
abbr. (=Malaysia)马来西亚
pron. ""I"" 的所有格形式
[网络] 马来西亚(Malaysia)；关於我；买"
name,"n. 名字, 名称, 姓名, 名义, 名誉, 文件名
vt. 命名, 称呼, 任命, 提名, 列举
a. 姓名的, 据以取名的
[计] 名称, 文件名, 姓名"
is,"v. 是
abbr. (=island；isle)岛；群岛
[网络] 冰岛；在；印度标准(Indian Standard)"
Miss,"n. 失误, 避免, 失败, 小姐
vt. 未得到, 未达到, 未听到, 未觉察, 逃脱, 遗漏, 错过, 思念
vi. 失败, 击不中"
good,"adj. 好的；优良的；愉快的；虔诚的
n. 好处；善行；慷慨的行为
adv. 好
n. (Good)人名；(英)古德；(瑞典)戈德"
morning,"n. 早晨；上午；午夜至正午的时间
adv. 在上午；在早晨；每天上午
[网络] 早上；清晨；初期"
good morning,"n. 早安
[网络] 早上好；上午见面时说的应酬话；躬身"
afternoon,"n. 午后, 下午"
good afternoon,下午好![午后见面时的招呼语]；再见![午后分别时的招呼语]
goodbye,"interj. 再见, 再会
n. 告别"
I,"pron. 我
n. 英语字母表的第9个字母；（罗马数字）1
abbr. 岛，群岛
[网络] 五；d日；m月d日"
am,"abbr. 调幅；振幅调制；议员（威尔士议会成员）
[网络] 调幅(amplitude modulation)；上午(a.m.)；是"
I'm,"na. 'im = him
[网络] 即时通讯(Instant Messaging)；即时通信(Instant Messenger)；即时消息"
I am,abbr. 国际机械师协会（International Association of Machinists）；索引存取方法（Indexed Access Method）；国际医学研究院（International Academy of Medicine）；国际气象学会（International Association of Meteorology）
Mr,"abbr. （用于男子的姓氏或姓名前）先生；（用于称呼要员）先生
[网络] 磁共振(magnetic resonance)；中置后驱；甲基红(Methyl Red)"
