abandon,"vt.放弃,遗弃;n.放任,狂热"
ache,"n.疼痛vi.觉得疼痛,渴望"
achieve,"vt.完成,达到"
achievement,"n.成就,功绩"
acid,"n.酸,<俚>迷幻药;adj.酸的,讽刺的,刻薄的;""atomicity,consistency,isolation,and durability"" 原子性,一致性,不相关性和持久性"
acknowledge,"vt.承认,答谢,报偿"
acquaint,"vt.使熟知,通知"
acquaintance,"n.相识,熟人"
acquire,"vt.获得,学到"
acquisition,"n.获得,获得物"
act,"n.幕,法案,法令,动作,举动,节目,(戏剧的)幕vi.行动,产生...的效果,担当,表演,假装,表现,见效vt.扮演,装作"
action,"n.动作,作用,战斗,行动,举动,行为,(戏剧或书中)的情节,(某一地区、领域或团体中)最能产生效果、最有趣、最有刺激性的活动vt.对...起诉"
active,"adj.积极的,能起作用的,现行的,[语法]主动的,活动的,活跃的,活性的;n.[语法] 主动语态,积极分子"
activity,"n.活跃,活动性,行动,行为,[核]放射性"
actual,"adj.实际的,真实的,现行的,目前的"
acute,"adj.敏锐的,[医]急性的,剧烈"
adapt,"vt.使适应,改编"
add,"vt.增加,添加,计算...总和,补充说,又说;vi.加,加起来,增添,做加法"
addition,"n.加,加起来,增加物,增加,加法"
additional,"adj.另外的,附加的,额外的"
address,"n.地址,致辞,演讲,说话的技巧vt.向...致辞,演说,写姓名地址,从事,忙于"
adequate,
adjective,n.形容词
adjust,"vt.调整,调节,校准,使适合"
administration," /[)n/n.管理,经营,衅]网络管理"
administrative,  court//n.行政法庭 law//n.行政法
admire,"v.赞美,钦佩,羡慕"
admission,"n.允许进入,承认某事之陈述,供认"
admit,"v.容许,承认,接纳"
adopt,"vt.采用,收养"
adult,"n.成人,成年人adj.成人的,成熟的"
advance,"n.前进,提升,预付款v.前进,提前,预付adj.前面的,预先的 预付(款项)"
advanced,"adj.高级的,年老的,先进的"
advantage,"n.优势,有利条件,利益"
adventure,"n.冒险,冒险的经历v.冒险"
adverb,n.副词
advertise,"v.做广告,登广告"
advertisement,"n.广告,做广告"
advisable,"adj.可取的,明智的"
advisory,"adj.顾问的,咨询的,劝告的"
advocate,"n.提倡者,鼓吹者vt.提倡,鼓吹"
affair,"n.事务,事件,私事,恋爱事件,(尤指关系不长久的)风流韵事"
affect,"vt.影响,感动,侵袭,假装"
affection,"n.友爱,爱情,影响,疾病,倾向"
affirmative,"adj.肯定的,(对正式辩论中的问题)表示赞成的,(态度,方法等)积极的,乐观的,怀有希望的n.肯定语"
afford,"vt.提供,给予,供应得起,"
afterwards,"adv.然后,后来地"
agency,"n.代理处,行销处,代理,中介"
agenda,n.pl.议程
agent,n.代理(商)
aggressive,"adj.好斗的,敢作敢为的,有闯劲的,侵略性的"
agony,"n.苦恼,极大的痛苦"
agreeable,"adj.使人愉快的,惬意的,适合的"
agreement,"n.同意,一致,协定,协议"
agriculture,"n.农业,农艺,农学"
ahead,"adj.adv.在前,向前,提前,在前面"
aid,"n.帮助,援助,帮助者,有帮助的事物;vt.资助,援助,帮助;Association Identifier,相关标识"
AIDS,
aim,"n.目标,目的,瞄准v.对...瞄准,打算"
air-conditioning,
aircraft,n.航行器
airway,"n.空中航线,通风孔"
alarm,"n.警报,惊慌,警告器vt.恐吓,警告"
alcohol,"n.酒精,酒"
alert,"adj.提防的,警惕的n.警惕,警报"
alike,"adj.相同的,相似的adv.以同样的方式,类似于"
alive,"adj.活着的,活泼的"
allergic,"adj.[医]过敏的,患过敏症的"
alliance,"n.联盟,联合"
allow,"vt.允许,承认"
allowance,"n.津贴,补助,宽容,允许vt.定量供应"
ally,"v.结盟,与...(在血统,性质等上)有关联,同盟n.同盟国,支持者"
alone,"adj.单独的,独一无二的,孤独的,独自的adv.独自地"
alongside,adv.在旁 prep.横靠
alter,v.改变
alternative,"n.二中择一,可供选择的办法,事物adj.选择性的,二中择一的"
altitude,"n.(尤指海拔)高度,高处(海拔甚高的地方),(等级,地位等)高等"
altogether,"adv.完全地,总而言之"
aluminum,n.[化]铝
aluminium,n.[化]铝adj.铝的
amateur,"n.业余爱好者,业余艺术家"
amaze,vt.使吃惊
amazing,adj.令人惊异的
ambassador,n.大使
ambition,"n.野心,雄心"
ambitious,"adj.有雄心的,野心勃勃的"
ambulance,"n.战时流动医院,救护车"
amid, prep.在...中
amount,"n.数量vi.(to) 总计,等于"
amuse,"vt.使发笑,使愉快"
amusement,"n.娱乐,消遣,娱乐活动"
amusing,adj.有趣的
analysis,"n.分析,分解"
analyze,"vt.分析,分解"
analyse,"vt.分析,分解n.分析"
ancestor,"n.祖先,祖宗"
anchor,"n.锚v.抛锚,锚定"
ancient,"adj.远古的,旧的"
anger,"n.怒,愤怒v.恼火"
angle,"n.[数]角,角落vi.钓鱼,追逐"
ankle,n.[解]踝
anniversary,n.周年纪念
announce,"vt.宣布,通告"
annoy,"vt.使苦恼,骚扰"
annual,"n.一年生植物,年刊,年鉴adj.一年一次的,每年的,一年生的"
anticipate,"vt.预期,期望,过早使用,先人一着,占先v.预订,预见,可以预料"
antique,"n.古物,古董adj.古时的,过时的"
anxiety,"n.忧虑,焦急,渴望,热望"
anyhow,"adv.无论如何,总之"
anyway,"adv.无论如何,总之"
apart,"adv.分离,分成零件,分别地,分离着adj.分开的"
apologize,"vi.道歉,辩白"
apologise,vi.<英>=apologize
apology,"n.(为某种思想,宗教,哲学等)辩解,道歉"
apparent,"adj.显然的,外观上的"
appeal,"n.请求,呼吁,上诉,吸引力,要求;vi.求助,诉请,要求;vt.控诉"
appealing,"adj.吸引人的,哀诉似的,恳求似的"
appearance,"n.出现,露面,外貌,外观"
appetite,"n.食欲,胃口,欲望,爱好"
applaud,"v.拍手喝彩,称赞,赞同"
applause,"n.鼓掌欢迎,欢呼"
appliance,"n.用具,器具"
applicable,"adj.可适用的,可应用的"
applicant,"n.申请者,请求者"
application,"n.请求,申请,申请表,应用,运用,施用,敷用 应用,应用程序,应用软件"
applied,"adj.应用的,实用的"
apply,"vt.申请,应用vi.申请,适用"
appointment,
appreciate,"vt.赏识,鉴赏,感激vi.增值,涨价"
approach,"n.接近,逼近,走进,方法,步骤,途径,通路vt.接近,动手处理vi.靠近"
appropriate,adj.适当的
approval,"n.赞成,承认,正式批准"
approve,"vi.赞成,满意vt.批准,通过v.批准"
approximate,"adj.近似的,大约的v.近似,接近,接近,约计"
approximately,"adv.近似地,大约"
arbitrary,"adj.任意的,武断的,独裁的,专断的"
architect,n.建筑师
architecture,"n.建筑,建筑学 体系机构"
archive,vt.存档n.档案文件
arise,"vi.出现,发生,起因于"
arm,"n.臂,臂状物,衣袖,海湾,武器vt.供给,提供,武装,装备vi.武装起来"
arouse,"vt.唤醒,唤起,鼓励,引起vi.睡醒"
arrange,"v.安排,排列,协商"
arrangement,"n.排列,安排"
arrest,"vt.逮捕,拘留,吸引n.逮捕,拘留"
arrival,"n.到来,到达,到达者"
arrive,"vi.到达,抵达"
arrow,"n.箭,箭头记号"
article,"n.文章,论文,物品,商品,项目,条款v.清楚说出adj.表达清晰的"
artificial,"adj.人造的,假的,非原产地的"
artist,"n.艺术家,画家"
artistic,"adj.艺术的,有美感的,风雅的"
artwork,"n.艺术品,美术品"
ash,"n.灰,灰烬,[植]岑树"
ashamed,"adj.惭愧的,羞耻的"
aside,"adv.在旁边,到旁边"
asleep,"adj.睡着的,睡熟的"
aspect,"n.样子,外表,面貌,(问题等的)方面"
aspiration,"n.热望,渴望"
assemble,"vt.集合,聚集,装配vi.集合"
assembly,"n.集合,装配,集会,集结,汇编"
assert,"v.断言,声称"
assess,"vt.估定,评定"
asset,"n.资产,有用的东西"
assign,"vt.分配,指派v.赋值 [计] 将驱动器符重定向至第二个驱动器符"
assignment,"n.分配,委派,任务,(课外)作业"
assist,"v.援助,帮助"
assistance,"n.协助,援助,补助,<英>国家补助"
assistant,"n.助手,助教adj.辅助的,助理的"
associate,"vt.使发生联系,使联合vi.交往,结交n.合作人,同事adj.副的"
association,"n.协会,联合,结交,联想"
assume,"vt.假定,设想,采取,呈现"
assumption,"n.假定,设想,担任,承当,假装,作态,圣母升天"
assure,"vt.断然地说,确告,保证,担保"
astonish,vt.使惊讶
astronomer,n.天文学家
athlete,"n.运动员,运动选手"
atmosphere,"n.大气,空气,气氛"
atom,n.原子
atomic,"adj.原子的,原子能的,微粒子的"
attach,"vt.缚上,系上,贴上v.配属,隶属于"
attack,"n.进攻,攻击,(用语言)抨击,批评,疾病发作,侵袭vt.攻击,抨击,动手处理(某事)vi.攻击"
attain,"vt.达到,获得v.达到"
attempt,"n.努力,尝试,企图vt.尝试,企图"
attend,"vt.出席,参加,照顾,护理,注意vi.专心,留意"
attendance,"n.出席,出席的人数,伺候,照料"
attention,"n.注意,关心,关注,注意力,(口令)立正!"
attitude,"n.姿势,态度,看法,意见"
attorney,"n.<美>律师,(业务或法律事务上的)代理人"
attract,"vt.吸引vi.有吸引力,引起注意"
attraction,"n.吸引,吸引力,吸引人的事物"
attractive,"adj.吸引人的,有魅力的"
attribute,"n.属性,品质,特征,加于,归结于"
auction,n.拍卖vt.拍卖
audience,"n.听众,观众,接见,拜见"
audio,"adj.音频的,声频的,声音的"
authentic,adj.可信的
author,"n.作家,创造者"
authority,"n.权威,威信,权威人士,权力,职权,典据,著作权威"
automate,"v.使自动化,自动操作"
automatic,"n.自动机械adj.自动的,无意识的,机械的"
automobile,"n.<主美>汽车(=<英>motor car,car)"
auxiliary,"adj.辅助的,补助的"
available,"adj.可用到的,可利用的,有用的,有空的,接受探访的"
avenue,"n.林荫道,大街,方法,途径,路"
average,"n.平均,平均水平,平均数,海损adj.一般的,通常的,平均的vt.平均为,均分,使平衡,达到平均水平vi.买进,卖出"
avoid,"vt.避免,消除"
await,vt.等候
awake,"vi.醒,觉醒,领会,觉悟vt.唤醒adj.警觉的,醒的"
award,"n.奖,奖品vt.授予,判给"
aware,"adj.知道的,明白的,意识到的"
awareness,"n.知道,晓得"
awful,"adj.可怕的,威严的,<口>极度的,糟糕的"
awkward,"adj.难使用的,笨拙的"
ax,n.斧头vt.削减
axe,"n.斧,(经费的)大削减"
bachelor,"n.单身汉,文理学士,幼雄兽"
background,"n.背景,后台,不重要或不引人注目的地方或位置"
backup,"n.后援,支持,阻塞;vt.做备份;adj.候补的,支持性的"
backward,"adv.adj.向后地(的),相反地(的),追溯,退步,由好变坏"
bacon,"n.咸肉,熏肉"
bacteria,n.pl.细菌
badge,"n.徽章,证章"
badly,"adv.严重地,恶劣地"
baggage,"n.行李,[军] 辎重"
bake,"v.烘焙,烤,烧硬"
bakery,n.面包店
balance,"n.秤,天平,平衡,[商] 收支差额,结余,余额v.平衡,称,权衡,对比,结算n.资产平稳表"
balcony,"n.阳台,包厢,(戏院)楼厅"
bamboo,n.竹子
ban,"n.禁令vt.禁止,取缔(书刊等)"
band,"n.带子,镶边,波段,队,乐队v.联合,结合"
bandage,n.绷带
bang,"n.重击,突然巨响v.发巨响,重击"
bankrupt,"n.破产者adj.破产了的,完全丧失vt.使破产"
banner,"n.旗帜,横幅,标语"
banquet,n.宴会
bar,"n.条,棒(常用作栅栏,扣栓物),横木,酒吧间,栅,障碍物vt.禁止,阻挡,妨碍,把门关住,除...之外,(Bar)律师业 /n.条形/柱形图"
barber,"n.理发员,理发师vt.为...理发,刮脸等"
bare,"adj.赤裸的,无遮蔽的,空的vt.使赤裸,露出"
barely,"adv.仅仅,刚刚,几乎不能"
bargain,"n.契约,合同,成交商品,便宜货v.议价"
bark,"n.树皮,吠声v.吠,咆哮,剥树皮"
barn,"n.[农]谷仓,畜棚,畜舍,机器房"
barrel,n.桶vt.装入桶内
barrier,"n.(阻碍通道的)障碍物,栅栏,屏障"
base,"n.底部,基础,根据地,基地,本部,基数,(运动)出发点vt.以...作基础,基于... adj.卑鄙的,低级的"
basement,"n.地下室,墙脚"
basically,"adv.基本上,主要地"
basin,"n.盆,盆地,水池"
basis,"n.基础,基本,根据,主要成分(或要素),(认识论中的)基本原则或原理"
bat,"n.蝙蝠,球棒v.用球棒击球 [计] 批处理文件的扩展名 [军] Basic Armor Training,装甲兵基础训练"
bath,"n.沐浴,浴室"
bathe,"v.沐浴,洗,(光线)充满n.洗澡"
bathroom,"n.浴室,盥洗室"
battery,"n.电池,殴打"
battle,"n.战役(指大规模会战),战争vi.作战,战斗,搏斗,斗争"
bay,"n.海湾,狗吠声,绝路vt.吠,使走投无路vi.吠"
beach,n.海滩
beam,"n.梁,桁条,(光线的)束,柱,电波,横梁v.播送"
bean,"n.豆,豆形果实"
bear,"n.熊v.负担,忍受,带给,具有,挤,向"
beard,n.胡须
bearing,"n.轴承,关系,方面,意义,[pl.] 方向,方位"
beast,"n.兽,畜牲,人面兽心的人"
beat,"n.敲打,拍子,巡逻区域v.打,打败"
beauty,"n.美,美景,美好的东西"
become,"vi.变成,成为,变得vt.适合,相称"
beg,"v.请求,乞求"
beggar,n.乞丐
begin,"v.开始,首先"
beginning,n.开始
behalf,"n.为,利益"
behave,"vi.举动,举止,运转v.行为表现"
behavior,"n.举止,行为"
behaviour,"n.行为,举止,习性"
belief,"n.信任,信心,信仰"
believe,"v.有坚定的宗教信仰的,相信,信任,认为,想"
belongings,"n.财产,所有物,相关事物,亲戚"
beloved,"adj.心爱的n.所爱的人,爱人"
belt,"n.带子,地带"
bend,"v.弯曲,专心于,屈服n.弯曲"
beneath,adv.在...之下 prep.在...之下
beneficial,"adj.有益的,受益的,[法律]有使用权的adj.有益的,得利的,[律]有使用权的"
benefit,"n.利益,好处vt.有益于,有助于vi.受益"
beside," prep.在旁边,和...比较"
besides,adv.此外 prep.除...之外
best,"adj.最好的adv.最好地,最,极n.最佳状态或作品,最好的东西"
bet,"n.赌,打赌v.赌,赌钱"
betray,"vt.出卖,背叛,泄露(秘密),露出...迹象"
better,"adj.较好的adv.更好的,更多的,更佳的"
between," prep.在...之间,连接...,由...协力合作"
beyond," prep.在(到)...较远的一边,超过,那一边adv.在远处n.远处"
bible,n.<<圣经>>
bid,"vt.出价,投标,祝愿,命令,吩咐n.出价,投标v.支付"
bill,"n.帐单,钞票,票据,清单,议案,法案,广告vt.用海报宣传,把...列成表,给...开帐单"
bind,"v.绑,镶边,装订,凝固,约束"
biology,"n.生物学,生物(总称)"
birth,"n.出生,产生,出身"
birthright,"n.生来就有的权利,长子继承权"
biscuit,"n.饼干,小点心"
bit,"n.小块,少量,片刻,马嚼子,辅币vt.上马嚼子,控制 vbl.咬n.[计]位,比特"
bite,
bitter,"adj.苦的,痛苦的,怀恨的"
blade,"n.刀刃,刀片"
blame,"n.过失,责备vt.责备,谴责"
blank,"adj.空白的,空着的,失色的,没有表情的n.空白,<美> 表格"
blast,"n.一阵(风),一股(气流),爆炸,冲击波vt.爆炸,,毁灭,使枯萎,损害"
bleed,"v.使出血,放血"
blend,vt.混和n.混和
blind,"adj.瞎的,盲目的vt.使失明,缺乏眼光或判断力"
block,"n.木块,石块,块,街区,印版,滑轮,阻滞,(一)批vt.防碍,阻塞"
blog,
bloodshed,n.流血
bloody,"adj.血腥的,嗜杀的,有血的,<英鄙>该死的,非常的"
bloom,"n.花,旺盛,青春v.(使)开花,(使)繁盛"
blossom,"n.花(尤指结果实者),花开的状态,兴旺期vi.开花,兴旺,发展"
blow,"n.殴打,突然的打击v.风吹,吹气于,叫,喘气"
blue,"n.蓝色adj.蓝色的,忧郁的,沮丧的"
blur,"v.涂污,污损(名誉等),把(界线,视线等)弄得模糊不清,弄污n.污点"
board,"n.木板,(供特殊用途的)木板,甲板,膳食费用,会议桌,部vt.用板盖上,包饭,提供膳食,上(船、飞机等)"
boast,"n.自夸,值得夸耀的事物v.自夸,以有...而自豪"
boil,"n.沸点,沸腾,疖子v.煮沸,激动"
boiler,"n.煮器(锅,壶的统称),汽锅,锅炉"
bold,adj.大胆的n.粗体
bolt,"n.门闩,螺钉,闪电,跑掉v.上门闩,囫囵吞下,逃跑"
bomb,"n.炸弹vt.投弹于,轰炸"
bond,"n.结合(物),粘结(剂),联结,公债,债券,合同v.结合"
bone,n.骨v.剔除
bonus,"n.奖金,红利"
bookmark,n.书签
boom,"n.繁荣,隆隆声v.发隆隆声,兴隆,大事宣传"
boost,v.推进
boot,"n.<美> (长统)靴,靴子v.导入"
border,"n.边界,国界,边,边沿,边境vt.与...接壤,接近v.接壤"
bore,"n.令人讨厌的人,怒潮,枪膛,孔v.使烦扰,钻孔 钻孔"
boss,"n.老板,上司vt.指挥"
bother,"vt.烦扰,打扰vi.烦恼,操心n.麻烦,烦扰v.打扰"
bottom,"n.底,底部,尽头,末端adj.底部的vt.装底,查明真相,测量深浅vi.到达底部,建立基础"
bounce,"v.(使)反跳,弹起,(指支票)被银行退票,弹跳n.(球)跳起,弹回"
bound,"n.跃进,跳,范围,限度adj.正要启程的,开往...去的,被束缚的,装订的v.跳跃,限制"
boundary,"n.边界,分界线"
bow,"n.弓,乐弓,弓形,鞠躬,船首v.鞠躬,弯腰"
bowel,"n.肠adj.内部,同情心"
bowl,"n.碗,碗状物,木球v.滚,(板球)投球"
brain,"n.脑,头脑"
brake,"n.闸,刹车v.刹车"
branch,"n.枝,分枝,分部,分店,(学科)分科,部门,支流,支脉v.出现分歧"
brand,"n.商标,牌子,烙印vt.打火印,污辱"
brass,"n.黄铜,黄铜制品,厚脸皮"
breadth,"n.宽度,(布的)幅宽,(船)幅"
break,"n.休息,暂停,破裂,突变v.打破,违犯,折断,削弱,超过,突变"
breakthrough,n.突破
breast,"n.胸部,乳房,胸怀,心情vt.以胸对着,对付"
breath,"n.呼吸,气息,气味,空气,微风,暂停,瞬间"
breed,"v.(使)繁殖,教养,抚养n.品种,种类"
breeze,"n.微风,煤屑,焦炭渣,轻而易举的事,小风波vi.吹微风,逃走"
bribe,"n.贿赂vt.贿赂,向...行贿"
brick,"n.砖,砖块,砖形物(如茶砖,冰砖等),<口>心肠好的人"
bride,n.新娘
bridge,"n.桥,船桥,鼻梁,桥牌vt.架桥,渡过;网桥"
brief,"n.摘要,大纲adj.简短的,短暂的vt.摘要,(军事)下达简令"
briefcase,"n.(扁平的,柔韧的,装文件,书报的)公文包"
brilliant,"adj.灿烂的,闪耀的,有才气的"
broad,"adj.宽的,阔的,广泛的,明朗的,露骨的,显著的,主要的adv.宽阔地n.宽阔部分"
broadcast,"n.广播,播音v.播撒(种子),广播 (无线电或电视)广播 播送,播放"
broaden,"v.放宽,变宽,扩大,加宽"
brow,"n.眉毛,额,(面部)表情"
browse,"v.n.浏览,吃草,放牧"
browser," n 浏览器,吃嫩叶的动物,浏览书本的人"
brunch,n.早午餐
brush,"n.刷子,毛刷,画笔vt.刷,掸,拂"
bubble,"n.泡沫,幻想的计划vi.起泡,潺潺的流"
bucket,"n.桶,一桶的量,[桶壮物]铲斗"
bud,"n.芽,蓓蕾vi.发芽,萌芽"
budget,"n.预算vi.做预算,编入预算"
bug,"n.小虫,臭虫,缺陷,错误;v.装置窃昕器,打扰"
build,"v.建造,建筑n.构造,体格,体形"
bulb,"n.鳞茎,球形物"
bulk,"n.大小,体积,大批,大多数,散装vt.显得大,显得重要,"
bull,"n.[动]公牛,粗壮如牛的人"
bullet,n.子弹
bulletin,"n.公告,报告"
bump,"n.撞击,肿块v.碰(伤),撞(破),颠簸"
bunch,"n.串,束v.捆成一束"
bundle,"n.捆,束,包v.捆扎"
burden,"n.担子,负担v.负担"
bureau,"n.办公桌,衣柜 <美>局,办公署"
burial,n.埋葬
burn,"v.烧,烧焦,点(灯),使感觉烧热n.烧伤,灼伤"
burst,"v.爆裂,炸破,急于,爆发n.突然破裂,爆发,脉冲"
bury,"vt.埋葬,掩埋,隐藏"
bush,"n.矮树丛,(机械)衬套"
business,"n.商业,买卖,交易,生意,事情,事物,营业,商行"
butcher,"n.屠夫,屠户vt.屠宰,屠杀"
butter,"n.黄油,牛油vt.涂黄油于...上"
butterfly,n.[动]蝴蝶 蝶泳
bystander,"n.看热闹的人,旁观者"
cab," 一种压缩文件格式;n.出租马车,出租汽车,计程车,(机车,卡车,起重机的)司机室,驾驶室vi.乘出租马车"
cabin,"n.小屋,船舱"
cabinet,"n.(有抽屉或格子的)橱柜,<美>内阁adj.<美>内阁的,小巧的"
cable,"n.电缆,海底电报,缆,索v.打(海底)电报"
cafe,"n.咖啡馆,小餐馆"
café,
calculate,"v.计算,考虑,计划,打算v.<美>以为,认为"
calculator,"n.计算机,计算器"
calendar,"n.日历,历法"
call,"n.喊声,叫声,命令,号召,访问,叫牌,通话,必要v.呼叫,召集,称呼,认为,命名,打电话"
camp,"n.露营地,阵营vi.露营,扎营"
campaign,"n.[军]战役,(政治或商业性)活动,竞选运动vi.参加活动,从事活动,作战"
campus,"n.<美>校园,大学教育"
canal,"n.运河,小道,导管,槽,沟渠vt.开运河"
cancel,"vt.取消,删去"
cancer,"n.癌,毒瘤"
candidate,"n.候选人,投考者"
cane,"n.细长的茎,藤条vt.以杖击,以藤编制"
canteen,"n.小卖部,食具箱,饭盒,(军用)水壶"
capable,"adj.有能力的,能干的,有可能的,可以...的"
capacity,"n.容量,生产量,容量,智能,才能,能力,接受力,地位"
capital,"n.首都,首府,大写字母,资本,资金,资产adj.首都的,重要的,死罪的,大写的,<口>极好的"
captain,"n.队长,首领,船长,机长,(空军,海军)上校,(陆军)上尉v.指挥,统帅"
capture,"n.捕获,战利品vt.俘获,捕获,夺取"
carbon,"n.[化]碳(元素符号C),(一张)复写纸"
care,"n.注意,照料,烦恼,忧虑,由...转交vi.关心,顾虑,照顾,喜爱vt.在意"
cargo,"n.船货,(车、船、飞机等运输的)货物"
carpenter,n.木匠
carriage,"n.马车,客车,运费,姿态,(机械)车架"
carrier,"n.运送者,邮递员,带菌者,(自行车等)行李架,搬运器,航空母舰n.[电]载波(信号)"
cart,"n.大车,手推车vt.用车装载"
case,"n.事,病例,案例,情形,场合,讼案,容器,(语法)格"
cash,n.现金vt.兑现
cashier,"n.(商店等的)出纳员,(银行或公司的)司库"
cassette,"n.盒子,盒式磁带"
cast,"n.投掷,铸件,脱落物,一瞥,演员表v.投,抛,投射,浇铸,计算,派(角色)"
castle,n.城堡
casual,"adj.偶然的,不经意的,临时的"
catalog,"n.目录,目录册v.编目录"
catalogue,n.目录
category,"n.种类,别,[逻]范畴"
cause,"n.原因,导致某事发生的人或事,动机,理由,根据,目标,理想,事业vt.引起,惹起,使(发生),促成"
cautious,"adj.谨慎的,小心的"
cave,"n.洞穴,窑洞vi.凹陷,投降vt.挖洞,使凹陷"
CD-ROM,
cease,"v.停止,终了"
ceiling,"n.天花板,最高限度"
celebrate,"v.庆祝,祝贺,表扬,赞美,举行"
cell,"n.单元,细胞,蜂房,(尤指监狱或寺院的)单人房间,电池"
cellar,"n.地窖,地下室,酒窖,藏酒量"
cement,"n.水泥,接合剂vt.接合,用水泥涂,巩固vi.粘牢"
cent,"n.(货币单位)分,分币"
centigrade,"adj.分为百度的,百分度的,摄氏温度的"
cereal,"n.谷类食品,谷类"
ceremony,"n.典礼,仪式,礼节,报幕员"
certain,"adj.确定的,某一个,无疑的,必然的,可靠的 pron.某几个,某些"
certainty,"n.确定,确实的事情"
certificate,"n.证书,证明书vt.发给证明书,以证书形式授权给..."
chain,"n.链(条),[常 pl.] 镣铐,一连串,一系列vt.用链条拴住"
challenge,n.挑战vt.向...挑战
chamber,"n.室,房间,议院,会所,(枪)膛"
champagne,"n.香槟酒,香槟色"
champion,"n.冠军,拥护者,战士vt.拥护,支持"
chance,"n.机会,可能性,偶然性,运气v.碰巧,偶然发生,冒...的险adj.偶然的"
chaos,"n.混乱,混沌(宇宙未形成前的情形)"
chaotic,"adj.混乱的,无秩序的"
chapter,n.(书籍)章
character,"n.(事物的)特性,性质,特征(的总和),(人的)品质,字符,性格,特征,人物vt.写,刻,印,使具有特征"
characteristic," ally//adv.表示特adj.特有的,表示绦缘"
characterize,"vt.表现...的特色,刻画的...性格"
characterise,vt.<英>=characterize
charge,"n.负荷,电荷,费用,主管,掌管,充电,充气,装料v.装满,控诉,责令,告诫,指示,加罪于,冲锋,收费"
charity,"n.慈善,施舍,慈善团体,"
charm,"n.吸引力,(女人的)魔力,魅力,符咒vt.迷人,使陶醉,行魔法vi.用符咒,有魔力"
chart,"n.海图,图表vt.制图"
charter,"vt.租,包(船、车等)n.宪章"
chase,"n.追赶,追击vt.追赶,追逐,雕镂"
chat,v.聊天n.聊天
cheat,"n.欺骗,骗子v.欺骗,骗取"
check,"n.阻止,制止,控制,阻止物,支票,检讫的记号,饭馆的帐单vt.检查,制止,核对,寄存,托运vi.证明无误,核对无误,逐项相符,[象棋]将军"
checkpoint,"n.检查站,车站的行李房"
cheek,"n.颊,厚颜,类似颊的事物,<俚>臀部"
cheer,"n.愉快,欢呼v.(使)快活,(对)欢呼"
cheerful,"adj.愉快的,高兴的"
cheese,"n.干酪,<俚>头等的人或事物"
chess,n.国际象棋
chest,"n.胸腔,胸膛,箱,柜"
chew,"vt.咀爵(食物等)v.咀嚼,认真考虑"
chief,"n.首领,领袖,酋长,长官,主要部分,最有价值的部分adj.主要的,首要的,首席的,主任的"
childhood,n.孩童时期
childish,"adj.孩子气的,幼稚的"
childlike,"adj.孩子似的,天真烂漫的"
chill,"n.寒意,寒战,寒心adj.寒冷的,扫兴的v.使冷,变冷,冷藏"
chin,"n.下巴,下颚"
chip,"n.碎片,筹码v.削成碎片,碎裂 芯片"
choice,"n.选择,抉择,精选品,选择机会,选择权adj.精选的,上等的,挑三拣四的,可选的,宠爱的,爱惜的"
choke,"v.窒息,哽住,使呼吸困难,阻塞n.窒息,阻气门"
chop,"n.砍,排骨,官印,商标vt.剁碎,砍,(风浪)突变"
chopstick,
Christ,
Christian,
Christmas,
cigarette,"n.香烟,纸烟"
