abase,v.降低
exclaim,"v.呼喊,惊叫,大声叫"
declaim,"v.巧辩,演讲,高声朗读"
proclaim,"vt.宣布,声明,显示,显露"
reclaim,"vt.要求归还,收回,开垦"
expel,"v.驱逐,开除,排出,发射"
repel,"vt.击退,抵制,使厌恶,使不愉快"
impel,"vt.推动,推进,激励,驱使,逼迫"
dispel,"vt.驱散,驱逐,使消散"
wench,vi.通奸
wrench,"n.扳钳,扳手,猛扭,痛苦,扭伤,歪曲vt.猛扭,使扭伤,曲解,抢,折磨vi.猛扭,绞痛"
confidant,"n.心腹朋友,知己"
confident,"adj.自信的,确信的"
dreg,"n.渣滓,糟粕,沉淀物"
drag,"v.拖,拖曳,缓慢而费力地行动n.拖拉"
specie,n.硬币
species,"n.种类,(原)核素n.[律]式样n.[宗]圣餐物"
suite,"n.(一批)随员,(一套)家具,套房,套,组,组曲"
suit,"v.合适,适合,相配,合式,适宜于n.一套衣服"
compel,"vt.强迫,迫使"
press,"n.压,按,印刷,压力,拥挤,紧握,新闻vt.压,压榨,紧抱,逼迫vi.压,逼迫,拥挤,受压"
thrive,"v.兴旺,繁荣,茁壮成长,旺盛"
prosper,"v.成功,兴隆,昌盛,(指上帝)使成功,使昌隆,繁荣"
flourish,"vi.繁荣,茂盛,活跃,手舞足蹈,兴旺,处于旺盛时期vt.挥动,夸耀n.茂盛,兴旺,华饰,繁荣"
firm,"n.公司,(合伙)商号adj.结实的,坚硬的,坚定的,坚固的,牢固的,稳固的,严格的vt.使牢固,使坚定vi.变稳固,变坚实adv.稳固地,坚定地"
company,"n.公司,陪伴,(一)群,(一)队,(一)伙,连,连队"
corporation,"n.[律]社团,法人,公司,企业,<美>有限公司,(市,镇的)自治机关,<口>大肚皮"
enterprise,"n.企业,事业,计划,事业心,进取心,干事业"
descend,"vi.下来,下降,遗传(指财产,气质,权利),突击,出其不意的拜访v.下去"
decline,"vi.下倾,下降,下垂v.拒绝,衰落n.下倾,下降,下垂,斜面,斜坡,衰败,衰落"
conform to,
consistent with,
contend,"v.斗争,竞争,主张"
contest,"n.论争,竞赛v.,争论,争辩,竞赛,争夺"
rival,"n.竞争者,对手v.竞争,对抗,相匹敌"
secure,"adj.安全的,可靠的,放心的,无虑的v.保护"
defend,"vt.防护,辩护,防卫,[律]作...的辩护律师"
obtain,"vt.获得,得到"
reclaim,"vt.要求归还,收回,开垦"
transaction,"n.办理,处理,会报,学报,交易,事务,处理事务"
transmission,"n.播送,发射,传动,传送,传输,转播"
transformation," 9trAnsfE`meIFalism/9trAnsfE`malist/9trAnsfE`mally/9trAnsfE`meist/9trAnsfE` men/n.变化,转化,改EnEl/adj.[语]转籩IFEnElIzEm/n.[觘IFEnElIst/n.[语IFEnElI/adv.[语]IFEnIst/n.=trans适,改革,转换"
transition,"n.转变,转换,跃迁,过渡,变调"
profession,"n.职业,专业,表白,宣布"
occupation,"n.职业,占有,占有(房屋等)期间"
position,"n.位置,职位,立场,形势,阵地vt.安置,决定...的位置"
career,"n.(原意:道路,轨道)事业,生涯,速度"
render,"vt.呈递,归还,着色,汇报,致使,放弃,表演,实施vi.给予补偿n.交纳,粉刷,打底"
reckon,"vt.计算,总计,估计,猜想vi.数,计算,估计,依赖,料想"
regard,"n.关心,注意,尊敬,尊重,致意,问候,关系vt.看待,当作,重视,尊敬,关系"
timely,"adj.及时的,适时的"
punctual,"adj.严守时刻的,准时的"
optional,"adj.可选择的,随意的"
additional,"adj.另外的,附加的,额外的"
stimulate,"vt.刺激,激励v.刺激,激励"
arouse,"vt.唤醒,唤起,鼓励,引起vi.睡醒"
densely,"adv.浓密地,浓厚地"
intensely,"adv.激烈地,热情地"
interference,"n.冲突,干涉"
intervention,n.干涉
branch,"n.枝,分枝,分部,分店,(学科)分科,部门,支流,支脉v.出现分歧"
category,"n.种类,别,[逻]范畴"
domain,"n.领土,领地,(活动、学问等的)范围,领域"
scope,"n.(活动)范围,机会,余地"
conjunction,"n.联合,关联,连接词"
junction,"n.连接,接合,交叉点,汇合处"
assure,"vt.断然地说,确告,保证,担保"
avail,"vi.有益于,有帮助,有用,有利vt.有利于n.效用,利益"
confer,"vt.授予(称号、学位等),赠与,把...赠与,协议v.协商,交换意见"
grant,"vt.同意,准予,承认(某事为真)～"
measure,"n.尺寸,量度器,量度标准,方法,测量,措施vt.测量,测度,估量,分派,权衡,调节vi.量"
reckon,"vt.计算,总计,估计,猜想vi.数,计算,估计,依赖,料想"
judge,
assess,"vt.估定,评定"
prompt,"n.提示,付款期限vt.提示,鼓动,促使,(给演员)提白adj.敏捷的,迅速的,即时的adv.准时地"
impose,"vt.征税,强加,以...欺骗vi.利用,欺骗,施影响"
amend,"v.修正,改进,改正"
mend,"n.改进,改良,补丁,修理部分,好转vt.修改,改进,加快,修理,修补vi.好转,改善,改正"
glance,"vi.扫视,匆匆一看n.一瞥,眼光,匆匆一看"
glimpse,"n.一瞥,一看v.瞥见"
interval,"n.间隔,距离,幕间休息n.时间间隔"
term,"n.学期,期限,期间,条款,条件,术语"
justify,v.证明...是正当的
testify,"v.证明,证实,作证"
verify,"vt.检验,校验,查证,核实 [计] 打开或关闭文件的读写校验"
shoulder,"n.肩,肩部,侧翼vt.肩负,承当"
carry,"n.进位,射程,运载vt.携带,运送,支持,支撑,传送,意味vi.被携带,能达到"
restrain,"vt.抑制,制止"
hinder,"adj.后面的v.阻碍,打扰"
restrict,"vt.限制,约束,限定"
prohibit,"vt.禁止,阻止"
expire,"v.期满,终止,呼气,断气,届满"
terminate,"v.停止,结束,终止"
cease,"v.停止,终了"
revolt,"v.反抗,起义,反叛,反感,厌恶"
revolve,"v.(使)旋转,考虑,循环出现"
reverse,"n.相反,背面,反面,倒退adj.相反的,倒转的,颠倒的vt.颠倒,倒转"
revive,"v.(使)苏醒,(使)复兴,(使)复活,(使)再生效,回想"
alter,v.改变
convert,"n.皈依者vt.使转变,转换...,使...改变信仰"
fluctuate,"vi.变动,波动,涨落,上下,动摇vt.使动摇,使波动,使起伏"
modify,"vt.更改,修改v.修改"
spur,"n.踢马剌,剌激物,(鸟,虫等的)距,刺激v.鞭策,刺激,疾驰,驱策"
further,"adj.更远的,更多的,深一层的vt.促进,增进,助长adv.更进一步地,更远地,此外"
induce,"vt.劝诱,促使,导致,引起,感应"
reinforce,"vt.加强,增援,补充,增加...的数量,修补,加固vi.求援,得到增援n.加固物"
apply,"vt.申请,应用vi.申请,适用"
account,"n.计算,帐目,说明,估计,理由;vi.说明,总计有,认为,得分;vt.认为"
attach,"vt.缚上,系上,贴上v.配属,隶属于"
amount,"n.数量vi.(to) 总计,等于"
in line with,
in terms of,
in regard to,
by means of,
faith,"n.信任,信念,宗教信仰,忠实,保证,诺言,约定"
belief,"n.信任,信心,信仰"
credit,"n.信任,信用,声望,荣誉,[财务]贷方,银行存款vt.相信,信任,把...归给"
reliance,"n.信任,信心,依靠,依靠的人或物"
modify,"vt.更改,修改v.修改"
rectify,"vt.矫正,调整,[化]精馏"
rejection,n.拒绝
refusal,"n.拒绝,推却,优先取舍权,优先取舍的机会"
tendency,"n.趋向,倾向"
intention,"n.意图,目的"
elimination,"n.排除,除去,消除,消灭"
exclusion,"n.排除,除外,被排除在外的事物"
pursue,"vt.追赶,追踪,追击,继续,从事"
chase,"n.追赶,追击vt.追赶,追逐,雕镂"
substitute,"n.代用品,代替者,替代品v.代替,替换,替代"
selection,"n.选择,挑选,选集,精选品"
preference,"n.偏爱,优先选择"
alternative,"n.二中择一,可供选择的办法,事物adj.选择性的,二中择一的"
separately,adv.个别地 分离地
irrelevantly,"adv.不恰当地,不合适地"
independently,"adv.独立地,自立地"
confess,"v.承认,坦白,忏悔"
acknowledge,"vt.承认,答谢,报偿"
assembly,"n.集合,装配,集会,集结,汇编"
session,"n.会议,开庭"
conference,"n.会议,讨论会,协商会"
convention,"n.大会,协定,习俗,惯例"
committed,
resolved,"adj.下定决心的,断然的"
improve,"v.改善,改进"
enhance,"vt.提高,增强v.提高"
guarantee,"n.保证,保证书,担保,抵押品vt.保证,担保"
gear,"n.齿轮,传动装置v.调整,(使)适合,换档"
admire,"v.赞美,钦佩,羡慕"
regard,"n.关心,注意,尊敬,尊重,致意,问候,关系vt.看待,当作,重视,尊敬,关系"
expect,"vt.期待,预期,盼望,指望,<口>(料)想,认为"
worship,"n.崇拜,礼拜,尊敬vi.敬神,拜神vt.崇拜,尊敬"
shorthand,n.速记
sketch,"n.略图,草图,概略,梗概,草图,拟定vi.绘略图,素描v.勾画"
supply,"n.补给,供给,供应品vt.补给,供给,提供,补充,代理vi.替代他人职务"
assurance,"n.确信,断言,保证,担保"
provision,"n.供应,(一批)供应品,预备,防备,规定"
adjustment,"n.调整,调节,调节器"
