abase,v.降低
paraphrase,v.解释n.解释
parcel,"n.小包,包裹vt.打包,捆扎"
partition,"n.分割,划分,瓜分,分开,隔离物vt.区分,隔开,分割"
paste,"n.糊,面团,黏土团vt.用浆糊粘,张贴n.粘贴"
patent,"n.专利权,执照,专利品adj.特许的,专利的,显著的,明白的,新奇的vt.取得...的专利权,请准专利"
pathetic,"adj.可怜的,悲惨的"
patriot,n.爱国者
pave,
peculiar,"adj.奇特的,罕见的,特殊的n.特有财产,特权"
peddle,"vi.挑卖,沿街叫卖vt.叫卖,散播"
peep,"n.窥看,隐约看见vi.窥视,偷看"
peer,"n.同等的人,贵族vi.凝视,窥视vt.与...同等,封为贵族"
penalty,"n.处罚,罚款"
pendent,"adj.悬而未决的,未定的"
penetrate,"vt.穿透,渗透,看穿,洞察vi.刺入,看穿,渗透,弥漫"
perceive,"vt.察觉v.感知,感到,认识到"
perch,"n.栖木,人所居的高位,有利的地位,杆,河鲈v.(使)栖息,就位,位于"
peril,n.危险
permanent,"adj.永久的,持久的"
permit,"n.通行证,许可证,执照v.许可,允许,准许"
perpetual,adj.永久的
perplex,v.困惑
persecute,v.迫害
persevere,v.坚持
persistent,adj.持久稳固的
perspective,"n.透视画法,透视图,远景,前途,观点,看法,观点,观察"
petition,"n.请愿,情愿书,诉状,陈情书v.请求,恳求,请愿"
phase,"n.阶段,状态,相,相位v.定相"
picturesque,adj.独特的
pierce,"vt.刺穿,刺破,穿透,突破,深深感动"
pile,"n.堆,大堆,高大建筑,<美口>大量钱财,<美>[核]反应堆,[电]电池组vi.堆起,堆积,积累,挤vt.堆于,累积,堆叠,打桩于,用桩支撑"
pious,"adj.虔诚的,尽责的"
plausible,adj.似是而非的
pledge,"n.保证,誓言,抵押,抵押品vt.保证,使发誓,抵押,典当,举杯祝...健康"
pluck,"n.勇气v.拔去(鸡、鸭等)毛,采集"
poise,"n.平衡,均衡,姿势,镇静,砝码vt.使平衡,使悬着,保持...姿势vi.平衡,悬着,准备好,犹豫"
poke,"n.刺,戳,懒汉,袋子vt.戳,捅,拨开,刺vi.戳,刺,捅,伸出,刺探,闲荡"
polish,"n.磨光,光泽,上光剂,优雅,精良vt.擦亮,发亮,磨光,推敲vi.发亮,变光滑adj.波兰的n.波兰人 Polish 波兰(Poland)的"
poll,"n.选举之投票,民意测验v.投票,获得选票,选举中获得"
ponder,"v.沉思,考虑"
pop,"n.取出,砰然声,枪击,流行乐曲;adj.流行的,热门的,通俗的;vt.开枪打,抛出,取出,突然伸出,突然行动;adv.突然,砰地;vi.发出爆裂声,爆开,射击,突然出现,瞪大;n.<口>汽水;Post Office Protocol,电子邮件协议"
portray,v.描绘
pose,"n.姿势,姿态v.(使...)摆好姿势,形成,引起,造成vi.摆姿势,佯装,矫揉造作"
possess,"vt.占有,拥有,持有,摆布,支配"
postpone,"vt.推迟,使延期,延迟"
potential,"adj.潜在的,可能的,势的,位的n.潜能,潜力,电压"
pound,"n.磅,英镑,重击,鱼塘,兽栏,拘留所vt.强烈打击,捣烂,监禁,关入栏vi.连续重击,连续敲打,苦干"
poverty,"n.贫穷,贫困,贫乏,缺少"
practicable,"adj.能实行的,行得通的,可以实行的"
practical,"adj.实际的,实践的,实用的,应用的,有实际经验的"
preach,v.鼓吹
precaution,"n.预防,警惕,防范"
precede,"v.领先(于),在...之前,先于"
precise,"adj.精确的,准确的n.精确"
predict,"v.预知,预言,预报"
predominant,"adj.卓越的,支配的,主要的,突出的,有影响的"
prejudice,"n.偏见,成见,损害,侵害v.损害"
preliminary,"adj.预备的,初步的"
premise,"n.[逻][法]前提,(企业,机构等使用的)房屋连地基vt.提论,预述,假定vi.作出前提"
preoccupation,n.当务之急
prescribe,"v.指示,规定,处(方),开(药)"
preserve,"vt.保护,保持,保存,保藏vi.做蜜饯,禁猎n.蜜饯,果酱,禁猎地,禁区,防护物"
preside,v.主持
prestige,"n.声望,威望,威信"
presumably,"adv.推测起来,大概"
prevail,"vi.流行,盛行,获胜,成功"
prey,"n.被掠食者,牺牲者,掠食vi.捕食,掠夺,折磨"
prick,"vt.刺,戳,刺痛,竖起vi.刺,竖起n.扎,一刺,刺痛,锥,阴茎adj.竖起的"
prime,"n.最初,青春,精华adj.主要的,最初的,有青春活力的,最好的,第一流的,根本的,[数]素数的v.预先准备好,<口>让人吃(喝)足,灌注,填装"
primitive,"adj.原始的,远古的,粗糙的,简单的"
principal,"n.负责人,首长,校长,主犯,本金adj.主要的,首要的"
principle,"n.法则,原则,原理"
prior,"adj.优先的,在前的n.预先adv.在"
privacy,"n.独处而不受干扰,秘密"
probe,"n.探针,探测器vt.(以探针等)探查,查明"
proceed,"vi.进行,继续下去,发生"
proclaim,"vt.宣布,声明,显示,显露"
productive,"adj.生产性的,生产的,能产的,多产的"
proficient,n.精通
profile,"n.剖面,侧面,外形,轮廓"
profit,"n.利润,益处,得益vi.得益,利用vt.有益于,有利于"
profound,"adj.深刻的,意义深远的,渊博的,造诣深的"
prohibit,"vt.禁止,阻止"
prolong,"vt.延长,拖延"
prominent,"adj.卓越的,显著的,突出的"
promising,"adj.有希望的,有前途的"
promote,"vt.促进,发扬,提升,提拔,晋升为 /n.升级/降级"
prompt,"n.提示,付款期限vt.提示,鼓动,促使,(给演员)提白adj.敏捷的,迅速的,即时的adv.准时地"
proof,"n.证据,试验,考验,[印刷]校样adj.不能透入的,证明用的,防...的,有耐力的vt.检验,校对,使不被穿透"
property,"n.财产,所有物,所有权,性质,特性,(小)道具"
proportion,"n.比例,均衡,面积,部分vt.使成比例,使均衡,分摊"
propose,"vt.计划,建议,向...提议,求(婚)vi.打算,求婚"
prosecute,"vt.实行,从事,告发,起诉vi.告发,起诉,作检察官"
prospect,"n.景色,前景,前途,期望vi.寻找,勘探"
prosperous,adj.繁荣的
protest,"n.主张,断言,抗议v.主张,断言抗议,拒付"
provided, conj.倘若
provisional,adj.临时的
provoke,"vt.激怒,挑拨,煽动,惹起,驱使"
prudent,adj.谨慎的
punctual,"adj.严守时刻的,准时的"
qualify,"v.(使)具有资格,证明合格,限制修饰vt.限制,限定"
query,"n.质问,询问,怀疑,疑问v.询问,表示怀疑"
quest,n.寻求
quit,"vi.离开,辞职,停止vt.离开,放弃,解除,停止"
quota,"n.配额,限额"
quote,"vt.引用,引证,提供,提出,报(价)"
rack,"n.架,行李架,拷问台,小步跑,烧酒,破坏vt.放在架上,在架上制作,折磨,加以拷问,使痛苦,榨取vi.在饲草架装满干草,变形,(云)随风飘,(马)小步跑"
radiate,"vt.放射,辐射,传播,广播vi.发光,辐射,流露adj.有射线的,辐射状的"
radical,"adj.根本的,基本的,激进的n.激进分子"
rage,"n.愤怒,情绪激动,狂暴,精神错乱vi.大怒,狂吹,风行"
raid,"n.袭击,搜捕;v.奇袭,搜捕;Redundant Array of Indepnedent Disks,独立磁盘阵列"
random,"n.随意,任意adj.任意的,随便的,胡乱的adv.胡乱地"
rank,"n.等级,横列,阶级adj.繁茂的,恶臭的,讨厌的,下流的vt.排列,归类于,把...分等vi.列为,列队n.[数] 秩"
rash,"adj.轻率的,匆忙的,卤莽的n.[医]皮疹"
rate,"n.比率,速度,等级,价格,费用vt.估价,认为,鉴定等级,责骂vi.被评价,责骂"
ratio,"n.比,比率,[财政]复本位制中金银的法定比价"
ravage,"n.破坏,蹂躏,劫掠后的痕迹,创伤v.毁坏,掠夺"
react,"vi.起反应,起作用,反抗,起反作用"
rear,"n.后面,背后,后方,屁股adj.后面的,背面的,后方的vt.培养,饲养,举起,树立,栽种vi.高耸,暴跳,用后腿站起"
rebuke,"n.指责,谴责,非难vt.斥责,指责,非难,成为对...的指摘"
recall,"vt.回忆,回想,记起,取消n.召回"
recede,v.后退
receptive,"adj.善于接受的,能接纳的"
recess,"n.(墙壁等的)凹进处,[解]隐窝vt.使凹进vi.休假,休息"
reciprocal,"adj.互惠的,相应的,倒数的,彼此相反的n.倒数,互相起作用的事物"
reckless,adj.不计后果的
reckon,"vt.计算,总计,估计,猜想vi.数,计算,估计,依赖,料想"
reclaim,"vt.要求归还,收回,开垦"
recognizable,"adj.可认识的,可辨认的,可公认的,可认知的"
recollect,"v.回忆,想起,记起,忆起,记得"
recommend,"vt.推荐,介绍,劝告,使受欢迎,托付,使...受欢迎,使...可取"
reconcile,"vt.使和解,使和谐,使顺从"
redeem,"vt.赎回,挽回,恢复,补偿,兑换"
refer,"vt.提交,谈及,归诸于,指点把...提交,使求助于vi.提到,涉及,查阅,咨询"
refine,"vt.精炼,精制,使文雅高尚"
reflect,"v.反射,反映,表现,反省,细想"
reform,"n.改革,改善,改良运动,感化vt.改革,革新,重新组成vi.革新,改过,重组"
refrain,"n.重复,叠句,[乐]副歌vi.节制,避免,制止"
refresh,"v.(使)精神振作,(使)精力恢复,更新"
refute,"vt.驳倒,反驳"
regardless,"adj.不管,不顾,不注意"
regime,"n.政体,政权,政权制度"
regulate,"vt.管制,控制,调节,校准"
rehabilitate,"v.使(身体)康复,使复职,使恢复名誉,使复原"
reinforce,"vt.加强,增援,补充,增加...的数量,修补,加固vi.求援,得到增援n.加固物"
reject,"n.被拒之人,被弃之物,不合格品,落选者,不及格者vt.拒绝,抵制,否决,呕出,驳回,丢弃"
release,"n.释放,让渡,豁免,发行的书,释放证书vt.释放,解放,放弃,让与,免除,发表n.版本,发布"
relevant,"adj.有关的,相应的"
reliable,"adj.可靠的,可信赖的"
relieve,"vt.减轻,解除,援救,救济,换班"
reluctant,"adj.不顾的,勉强的,难得到的,难处理的"
rely,"v.依赖,依靠,信赖,信任,依赖于"
remark,"n.备注,评论,注意,注释vt.评论,注意,谈及vi.谈论"
remind,"vt.提醒,使想起"
remove,"vt.移动,开除,移交vi.迁移,搬家n.移动,距离,班级,升级"
render,"vt.呈递,归还,着色,汇报,致使,放弃,表演,实施vi.给予补偿n.交纳,粉刷,打底"
renounce,v.断绝关系
renovate,"vt.革新,刷新,修复"
repeal,"v.废止,撤销,否定,放弃,废除n.废除,撤销"
repel,"vt.击退,抵制,使厌恶,使不愉快"
repent,"v.后悔,悔改,忏悔,悔悟"
replace,"vt.取代,替换,代替,把...放回原处"
represent,"vt.表现,描绘,声称,象征,扮演,回忆,再赠送,再上演vi.提出异议"
reproach,v.责备
request,"vt.请求,要求n.请求,要求,邀请"
rescue,"vt.援救,营救n.援救,营救"
resent,"v.愤恨,怨恨"
reserve,"n.储备(物),储藏量,预备队vt.储备,保存,保留,预定,预约"
reside,vi.居住
resign,"n.辞去(职务)v.辞去,辞职"
resist,"vt.抵抗,反抗,抗,忍得住"
resolve,"n.决心v.决心,决定,决心要,(使)分解,溶解,解决vt.解决"
resort,"vi.求助,诉诸,采取(某种手段等),常去n.凭借,手段,常去之地,胜地"
resourceful,"adj.资源丰富的,足智多谋的"
respective,"adj.分别的,各自的"
responsible,"adj.有责任的,可靠的,可依赖的,负责的"
restore,"vt.恢复,使回复,归还,交还,修复,重建"
restrain,"vt.抑制,制止"
restrict,"vt.限制,约束,限定"
resume,"n.摘要,概略,<美> 履历vt.再继续,重新开始,重新占用,再用,恢复"
retain,"vt.保持,保留"
retort,"v.反驳,反击,回报n.曲颈甑,曲颈瓶,蒸器"
retreat,"vi.撤退,退却n.撤退,退却"
reveal,"vt.展现,显示,揭示,暴露"
revenge,"n.报仇,复仇vt.替...报仇,复仇"
revenue,"n.收入,国家的收入,税收"
revise,"vt.修订,校订,修正,修改"
revive,"v.(使)苏醒,(使)复兴,(使)复活,(使)再生效,回想"
revolve,"v.(使)旋转,考虑,循环出现"
rid,"vt.使摆脱,使去掉"
rigid,"adj.刚硬的,刚性的,严格的"
rough,"adj.粗糙的,粗略的,大致的,粗野的,粗暴的,粗略叙述的v.大体描述adv.粗糙地"
sack,"n.大袋,大袋之量,麻布袋,短而松的袍装,布袋装,洗劫vt.解雇,装入袋,洗劫,就寝"
sacred,"adj.神的,宗教的,庄严的,神圣的"
sacrifice,"n.牺牲,献身,祭品,供奉v.牺牲,献出,献祭,供奉"
sake,"n.为了...之好处,出于对...的兴趣,缘故,理由,日本米酒"
sanction,"n.批准,同意,支持,制裁,认可v.批准,同意,支持,鼓励,认可"
sane,adj.健全的
satire,"n.讽刺文学,讽刺"
satirize,v.讽刺性描写
saturate,"v.使饱和,浸透,使充满"
savage,"adj.野蛮的,未开化的,凶猛的,残忍的vt.用暴力对付n.原始的人,粗鲁的人"
scan,"v.细看,审视,浏览,扫描n.扫描"
scandal,"n.丑行,丑闻,诽谤,耻辱,流言蜚语"
scarcely,"adv.几乎不,简直没有"
scare,"v.惊吓,受惊,威吓n.惊恐,恐慌,恐惧"
scatter,"v.分散,散开,撒开,驱散"
sceptical,"adj.怀疑论的,怀疑的"
scold,"v.责骂,申斥,斥责"
scorn,"n.轻蔑,嘲笑,被叱责的人vt.轻蔑,不屑做"
scotch,"n.苏格兰人,苏格兰语adj.苏格兰人的,苏格兰语的n.刻痕vt.镇压,粉碎,刻痕,使受伤"
scramble,"n.爬行,攀缘,抢夺,混乱vi.攀缘,杂乱蔓延,争夺,拼凑,匆忙vt.攀登,搅乱,使混杂"
scrape,"n.刮,擦,擦痕,刮擦声,困境vi.刮掉,擦掉,刮出刺耳声vt.刮,擦,擦伤,挖成"
scratch,"n.乱写,刮擦声,抓痕,擦伤vt.乱涂,勾抹掉,擦,刮,搔,抓,挖出vi.发刮擦声,搔,抓adj.打草稿用的,凑合的"
scribble,"n.潦草的写法,潦草写成的东西,杂文v.潦草地写,乱写,滥写"
scrub,"v.洗擦,擦净,使(气体)净化,擦洗n.洗擦,擦净,擦洗者,矮树,灌木,丛林地,矮小的人(或动物)adj.次等的,矮小的,临时凑合的"
scrutiny,n.详细审查
seal,"n.封铅,封条,印,图章,密封vt.封,密封n.海豹,海豹毛皮"
selective,"adj.选择的,选择性的"
sensible,"adj.有感觉的,明智的,有判断力的"
sensitive,"adj.敏感的,灵敏的,感光的"
serene,adj.平静的
series,"n.连续,系列,丛书,级数"
sever,v.切断
severe,"adj.严厉的,严格的,剧烈的,严重的,严峻的"
shadowy,"adj.有阴影的,多荫的,阴凉的"
shallow,"adj.浅的,浅薄的"
sharpen,"v.削尖,磨快,尖锐"
shelter,"n.掩蔽处,身避处,掩蔽,保护,庇护所,掩体v.掩蔽,躲避"
shiver,"v.颤抖,打碎,碎裂n.(无法控制的)颤抖,碎片"
shriek,"v.尖声叫喊,耸人听闻地报道,尖声喊叫n.尖叫,尖声,尖声喊叫"
shrink,"v.收缩,(使)皱缩,缩短"
shudder,"n.vi.战栗,发抖"
siege,"n.包围,围城,长期努力,不断袭击,围攻v.包围,围攻"
sift,v.详审
sigh,"n.叹息,叹息声vi.叹息,叹气"
significant,"adj.有意义的,重大的,重要的"
signify,"vt.表示,意味vi.要紧,有重要性v.颇为重要,表示"
simplify,"vt.单一化,简单化"
simultaneous,"adj.同时的,同时发生的"
sincere,"adj.诚挚的,真实的,真诚的"
sink,"vi.沉下,(使)下沉n.水槽,水池 接收器"
situate,"vt.使位于,使处于"
skeptical,"adj.怀疑性的,好怀疑的,<口>无神论的"
skim,v.撇去
skip,"v.跳,蹦,急速改变,跳读,遗漏,跳跃n.跳跃"
slack,"n.松弛,静止,淡季,闲散,家常裤adj.松弛的,不流畅的,疏忽的,软弱的,漏水的,呆滞的,懒散的adv.马虎地,缓慢地vt.使松弛,使缓慢,马虎从事vi.松懈,减弱,松驰"
slacken,"v.松弛,放慢,减弱,减少,减缓放慢"
slander,n.诽谤v.诽谤
slant,"v.(使)倾斜,歪向n.倾斜"
slap,"vt.拍,掌击,拍击n.拍,掌击,拍击"
slight,"adj.轻微的,微小的"
sling,"n.投石器,弹弓,投掷,钩悬带,吊索v.投掷,用悬带吊卦"
slip,"n.滑倒,事故,片,纸片;vi.滑动,滑倒,失足,减退;vt.使滑动,滑过,摆脱,闪开,塞入;adj.滑动的,活络的,有活结的;Serial Line Interface Protocol,串行线路接口协议"
slippery,"adj.滑的,光滑的"
slur,v.忽视n.污点
smash,"v.打碎,粉碎n.打碎,粉碎adj.出色的"
smear,"v.涂上,抹掉,涂污,诽谤,抹去n.油迹,污点,涂片,釉,中伤"
smudge,"n.污迹,熏烟v.弄脏,用浓烟熏,染污"
smuggle,"n.走私,偷带v.走私"
snatch,v.攫取n.攫取
sneak,"vi.鬼鬼祟祟做事vt.偷偷摸摸地做,<口>偷窃n.鬼鬼祟祟的人,偷偷摸摸的行为,<美口>帆布胶底运动鞋adj.暗中进行的"
sneer,"v.冷笑,讥笑,嘲笑n.冷笑,嘲笑"
snicker,v.窃笑n.窃笑
sniff,"v.用力吸,嗅,闻到,发觉,轻视,用力吸气n.吸,闻,吸气声,嗤之以鼻"
soak,"v.浸,泡,浸透n.浸透"
soar,"v.高飞,高丛,滑翔,剧增,昂扬n.高飞范围,高涨程度"
sober,adj.冷静的v.镇定
solicit,v.恳求
soluble,"adj.可溶的,可溶解的"
solve,"vt.解决,解答"
somehow,adv.不知何故
somewhat,"adv.稍微,有点,有些"
soothe,"vt.使(某人,其神经,其情绪)平静,安慰,使(痛苦,疼痛)缓和或减轻"
sophisticate,"n.久经世故的人,老油条,精于...之道的人vt.篡改,曲解,使变得世故,掺合,弄复杂vi.诡辩"
sovereign,"n.君主,统治adj.至高无上的,君主的,独立自主的,完全的"
span,"n.跨度,跨距,范围v.横越"
spark,"n.火花,火星,闪光,情郎,花花公子,活力,电信技师,瞬间放电vi.闪烁,发火花,求婚vt.发动,鼓舞,使有朝气,求婚"
sparkle,"v.发火花,(使)闪耀,(香槟酒等)发泡,用眼神表达,发光闪烁n.火花,闪光,光彩,活力,发泡"
specialize,"vi.专攻,专门研究,使适应特殊目的,使专用于"
specific,"n.特效药,细节adj.详细而精确的,明确的,特殊的,特效的,[生物]种的"
specify,"vt.指定,详细说明,列入清单"
spectacular,"adj.引人入胜的,壮观的"
speculate,"vi.推测,思索,做投机买卖"
spill,"n.溢出,溅出,摔下,木片,小塞子,暴跌,溢出量vt.使溢出,使散落,洒,使流出,使摔下,倒出vi.溢出,涌流,充满"
spin,"v.旋转,纺,纺纱n.旋转"
spiral,adj.螺旋形的n.螺旋v.盘旋
spite,"n.(in ～ of)不顾,不管,敌意v.困扰"
splash,"n.溅,飞溅,斑点v.溅,泼,溅湿"
splendid,"adj.壮丽的,辉煌的,极好的"
splendor,"n.光彩,壮观,杰出"
splendour,"n.[亦作splendor] 光彩壮丽,显赫,杰出"
splinter,"n.裂片,尖片,小事,碎片v.裂成碎片,分裂"
split,"v.劈开,(使)裂开,分裂,分离n.裂开,裂口,裂痕"
spoil,"vt.损坏,搞糟,宠坏,溺爱v.扰乱"
spontaneous,"adj.自发的,自然产生的"
sprain,v.扭伤
spray,"n.喷雾,飞沫vt.喷射,喷溅"
sprinkle,"v.撒(某物)于(某物之表面),洒,喷撒"
sprout,v.萌芽n.苗芽
spur,"n.踢马剌,剌激物,(鸟,虫等的)距,刺激v.鞭策,刺激,疾驰,驱策"
squander,v.浪费
squat,"v.蹲坐,蹲伏n.蹲坐adj.蹲着的"
squeeze,"n.压榨,挤v.压榨,挤,挤榨"
stab,"n.刺,刺伤的伤口,一阵突然而强烈的感觉,中伤,伤痛v.剌,刺伤,伤害(感情等)"
stagger,"v.摇晃,蹒跚,交错,摇摇摆摆adj.交错的"
stall,"n.货摊,畜栏,厩,出售摊v.(使)停转,(使)停止,迟延"
stammer,"v.口吃,结巴着说出,结结巴巴地说n.口吃"
standpoint,"n.立场,观点"
startle,v.震惊
status,"n.身份,地位,情形,状况"
steer,"v.驾驶,掌舵"
sterile,"adj.贫脊的,不育的,不结果的,消过毒的,毫无结果的"
stern,"adj.严厉的,苛刻的n.船尾"
stiff,"adj.硬的,僵直的,拘谨的,呆板的,艰难的,费劲的,僵硬的"
stifle,"vt.使窒息,抑制vi.窒息,闷死"
stimulate,"vt.刺激,激励v.刺激,激励"
stir,"n.轰动,搅动,监牢vt.动,移动,摇动,激起,搅和,惹起vi.走动,传播,流行"
stoop,"n.弯腰,屈背,屈服vi.弯下,弯下上身,屈服,弯腰,堕落vt.俯曲,辱没"
strain,"n.过度的疲劳,紧张,张力,应变vt.扭伤,损伤v.拉紧,扯紧,(使)紧张,尽力"
strangle,v.扼死
strategy,"n.策略,军略"
stray,"v.迷路,偏离,漂泊,漂泊游荡adj.迷路的,离群的,偶遇的"
streamline,adj.流线型的
stretch,"v.伸展,伸长n.一段时间,一段路程,伸展"
stride,"v.大步走(过),跨过,大步行走n.步幅"
strip,"vt.剥,剥去n.条,带"
strive,"v.努力,奋斗,力争,斗争"
stroll,"n.漫步,闲逛,四处流浪v.闲逛,漫步,跋涉于"
stumble,"v.绊倒,使困惑,蹒跚,结结巴巴地说话,踌躇n.绊倒,错误"
stun,"vt.使晕倒,使惊吓,打晕n.晕眩,打昏,惊倒"
subdue,v.征服
submerge,"v.浸没,淹没,掩没vi.潜水"
submit,"v.(使)服从,(使)顺从vt.提交,递交"
subordinate,"adj.次要的,从属的,下级的n.下属v.服从"
subscribe,"v.捐款,订阅,签署(文件),赞成,预订"
subsequent,"adj.后来的,并发的"
subsidize,"v.资助,津贴"
substantial,"adj.坚固的,实质的,真实的,充实的"
substitute,"n.代用品,代替者,替代品v.代替,替换,替代"
subtle,"adj.狡猾的,敏感的,微妙的,精细的,稀薄的"
subtract,"v.(～ from)减去,减"
succession,"n.连续,继承,继任,演替,[农业] 轮栽,连续性"
suck,"v.吸,吮,吸取"
sue,"vt.控告,向...请求,请愿vi.提出诉讼,提出请求"
sufficient,"adj.充分的,足够的"
suffocate,"vt.使窒息,噎住,闷熄vi.被闷死,窒息,受阻"
summit,"n.顶点,最高阶层adj.政府首脑的vi.参加最高级会议的"
summon,"v.召集,召唤,号召,鼓起,振作"
superb,"adj.庄重的,堂堂的,华丽的,极好的"
superficial,"adj.表面的,肤浅的,浅薄的"
superior,"n.长者,高手,上级adj.较高的,上级的,上好的,出众的,高傲的"
superstition,n.迷信
supervise,"v.监督,管理,指导"
supplement,"n.补遗,补充,附录,增刊v.补充"
suppress,"vt.镇压,抑制,查禁,使止住"
supreme,"adj.极度的,极大的,至高的,最高的"
surge,"n.巨涌,汹涌,澎湃vi.汹涌,澎湃,振荡,滑脱,放松vt.使汹涌奔腾,急放"
surmount,"vt.战胜,超越,克服,在...顶上"
surpass,"vt.超越,胜过"
surplus,"n.剩余,过剩,[会计]盈余adj.过剩的,剩余的vt.转让,卖掉"
surrender,"vt.交出,放弃,使投降,听任vi.投降,自首n.交出,放弃,投降 投降算了"
survey,"n.测量,调查,俯瞰,概观,纵览,视察vt.调查(收入,民意等) 测量,勘定,审视,视察,俯瞰,通盘考虑vi.测量土地"
suspect,"n.嫌疑犯adj.令人怀疑的,不可信的,可疑的v.怀疑,猜想,对...有所觉察"
suspend,"vt.吊,悬挂v.延缓"
suspicion,"n.猜疑,怀疑"
suspicious,"adj.(～ of) 可疑的,怀疑的"
sustain,"vt.支撑,撑住,维持,持续"
swallow,"n.[鸟]燕子,吞咽,喉vt.咽,淹没,吞没,取消,忍受,轻信,压制,耗尽vi.吞下,咽下"
swarm,"n.蜂群,一大群v.涌往,挤满,密集,成群浮游,云集"
swathe,"vt.绑,裹,包围n.包装品,带子,绷带"
sway,"v.摇摆,摇动"
swear,"vi.诅咒v.宣誓,发誓"
sweep,"v.扫,打扫,清扫,席卷,冲光,扫过,掠过"
swell,"v.(使)膨胀,增大"
swerve,v.突然转向n.转向
swift,"n.[鸟]雨燕,(梳棉机等的)大滚筒adj.迅速的,快的,敏捷的,立刻的adv.迅速地,敏捷地"
swindle,v.诈骗n.诈骗
swing,"v.摇摆,摆动,回转,旋转n.秋千,摇摆,摆动"
switch,"n.开关,电闸,转换vt.转换,转变"
symbolize,"vt.象征,用符号表现vi.作为...的象征,采用象征,使用符号"
sympathize,"vi.同情,共鸣,同感,同意,吊唁"
symptom,"n.[医][植]症状,征兆"
synthesize,"v.综合,合成"
takeover,
tan,"n.日晒后的颜色,棕褐色,茶色adj.棕褐色的,茶色v.晒黑,晒成褐色"
tangible,adj.切实的
tangle,n.混乱状态v.处于混乱状态
taper,"n.锥形,锥度v.逐渐变细,逐渐减少"
tariff,"n.关税,关税表,税则,(旅馆,饭店等的)价目表、价格表vt.课以关税"
tease,"n.揶揄,戏弄,逗惹vt.取笑,逗恼,奚落,欺负,嘲弄,取笑,强求,梳理"
teem,v.大量出现
tempt,"vt.诱惑,引诱,吸引,使感兴趣,考验,试探"
tend,"vi.趋向,往往是vt.照管,护理"
terminal,"n.终点站,终端,接线端adj.末期,每期的,每学期的"
terrify,"vt.使恐怖,恐吓"
testify,"v.证明,证实,作证"
thaw,n.解冻
thereby,"adv.因此,从而,在那方面,在那附近"
thereof,"adv.在其中,关于...,将它,它的"
thrash,"vt.打(谷),(用棍、鞭等)痛打,打败,使逆行,胜过,使颠簸,推敲vi.打谷,击,颠簸,逆行n.打谷,逆风浪行进"
thrill,v.发抖
thrive,"v.兴旺,繁荣,茁壮成长,旺盛"
thrust,"n.插,戳,刺,推力,猛推,口头攻击vt.力推,冲,插入,挤进,刺,戳,强加,延伸vi.插入,刺,戳,延伸,强行推进"
thwart,"adj.横放的vt.反对,阻碍,横过adv.prep.横过n.[船]横坐板"
tickle,"n.搔,胳肢,发痒vt.胳肢,逗笑,使高兴,使发痒vi.觉得痒,使人痒"
tilt,"v.(使)倾斜,(使)翘起,以言词或文字抨击"
timid,"adj.胆小的,羞怯的"
toast,"n.烤面包(片),吐司面包,干杯vt.敬酒,烤(面包等),使暖和vi.烤暖,烤火,烘"
toil,"n.辛苦,苦工,网,罗网,圈套vi.苦干,跋涉,费力地做"
tolerate,"vt.忍受,容忍"
topple,v.倾倒
torment,n.痛苦v.折磨
tortuous,"adj.曲折的,转弯抹角的"
torture,"n.折磨,痛苦,拷问,拷打vt.拷问,曲解,折磨,使弯曲"
toss,"v.投,掷"
toxic,"adj.有毒的,中毒的"
trace,"n.痕迹,踪迹,微量,迹线,缰绳vt.描绘,映描,画轮廓,追踪,回溯,探索vi.上溯,沿路走"
track,"n.轨迹,车辙,跟踪,航迹,足迹,路,磁轨,途径;vt.循路而行,追踪,通过,用纤拉;vi.追踪,留下足迹,走"
trail,"n.踪迹,痕迹,形迹vt.跟踪,追踪,拉,拖,拖拉,(指植物)蔓生,蔓延,(指人)没精打采地走"
tramp,"v.重步行走,踏,践,践踏"
transaction,"n.办理,处理,会报,学报,交易,事务,处理事务"
transfer,"n.迁移,移动,传递,转移,调任,转帐,过户,转让vt.转移,调转,调任,传递,转让,改变vi.转移,转学,换车"
transform,"vt.转换,改变,改造,使...变形vi.改变,转化,变换n.[数]变换(式),[语]转换"
transit,"n.经过,通行,搬运,运输,运输线,转变vt.横越,通过,经过vi.通过n.[天] 中天,经纬仪"
transmit,"vt.传输,转送,传达,传导,发射,遗传,传播vi.发射信号,发报"
transparent,"adj.透明的,显然的,明晰的"
transplant,"v.移植,移种,移民,迁移n.移植,被移植物,移居者"
trap,"n.圈套,陷阱,诡计,活板门,存水弯,汽水闸,(双轮)轻便马车vi.设圈套,设陷阱vt.诱捕,诱骗,计捉,设陷,坑害,使受限制"
tremble,"n.战栗,颤抖vi.战栗,发抖,震动,(树叶等)摇晃.摇动,焦虑vt.挥动,用颤抖的声音说出"
trick,"n.诡计,骗局,恶作剧,窍门,诀窍vt.欺骗,哄骗"
trifle,"n.琐事,少量,蛋糕,小事v.开玩笑,玩弄,闭混,浪费,嘲弄"
trigger,"vt.引发,引起,触发n.板机"
triple,"n.三倍数,三个一组adj.三倍的vt.三倍与vi.增至三倍"
trivial,"adj.琐细的,价值不高的,微不足道的"
trot,"v.(使)小跑,(使)快步走,骑马小跑,疾走n.小跑,骑马,疾走,忙碌"
